InstitutionID,Symbol,ShortName,EndDate,TotalShare,UnCriculationShares,CirculatingShares,LmtdStateOwnedShares,LmtdStateOwnedSharesRatio,EquityStructureDiversity,MixedEquityStructureOrNOT,NSttOwnedShrhlderRatioSum,OwnershipConcentration,NSttOwnedShrhlderPartic,EquityBalance,EquityIntegration,EquityStrucHerfindalIndex,EquityStrucEntropyIndex,Score_NonStateCapital,Score_EquityDiversity,Score_EquityBalance,Score_EquityIntegration,Score_OpenGovernance,MixedOwnershipScore,MixedOwnershipLevel,ReformStatus
10556322,001286,陕西能源,2025-12-31,3750000000.0,2700000200.0,1049999800.0,2700000000.0,72.0,4.0,0,2.67,84.58,0.0316,4.1518,3.2597,0.9383,0.1686,1.37,10.49,1.1,0.77,1.18,14.9,未混改或极低混改,尚未发生混改
105810,600301,华锡有色,2024-12-31,632567479.0,357231798.0,275335681.0,357231798.0,56.4733,3.0,0,2.62,73.72,0.0355,4.6396,3.685,0.9308,0.1781,1.38,7.55,2.14,1.0,2.83,14.89,未混改或极低混改,尚未发生混改
107565,600569,安阳钢铁,2024-12-31,2872421386.0,,2872421386.0,,,3.0,0,2.23,69.4,0.0321,3.3199,3.3199,0.9374,0.1612,1.18,7.43,2.12,0.8,3.32,14.85,未混改或极低混改,尚未发生混改
10852,600995,南网储能,2025-12-31,3196005805.0,,3196005805.0,,,3.0,0,4.01,84.71,0.0473,6.1409,4.969,0.9092,0.2106,2.06,7.76,1.81,1.57,1.57,14.77,未混改或极低混改,尚未发生混改
101668,000617,中油资本,2024-12-31,12642079079.0,,12642079079.0,,,4.0,0,2.57,84.18,0.0305,3.3226,3.1491,0.9402,0.1699,1.32,10.49,0.92,0.73,1.22,14.68,未混改或极低混改,尚未发生混改
105780,600372,中航机载,2025-12-31,4838896630.0,,4838896630.0,,,2.0,0,2.14,59.73,0.0358,8.3333,3.7159,0.9309,0.1545,1.17,3.38,4.37,1.01,4.72,14.65,未混改或极低混改,尚未发生混改
106721,600025,华能水电,2024-12-31,18000000000.0,,18000000000.0,,,4.0,0,3.05,93.05,0.0328,6.0516,3.3889,0.9359,0.1794,1.54,10.55,1.18,0.84,0.46,14.58,未混改或极低混改,尚未发生混改
106296,600792,云煤能源,2024-12-31,1109923600.0,50055487.0,1059868113.0,50055487.0,4.5098,3.0,0,2.1,69.49,0.0302,3.6089,3.1162,0.941,0.1538,1.12,7.38,2.15,0.7,3.24,14.58,未混改或极低混改,尚未发生混改
106609,600939,重庆建工,2024-12-31,1901798979.0,,1901798979.0,,,4.0,0,1.66,78.8,0.0211,3.7387,2.1519,0.9585,0.1237,0.86,10.24,1.37,0.35,1.75,14.57,未混改或极低混改,尚未发生混改
105904,600104,上汽集团,2025-12-31,11495277504.0,,11495277504.0,,,3.0,0,3.51,82.17,0.0427,5.5093,4.4622,0.9173,0.2052,1.81,7.73,1.79,1.35,1.84,14.52,未混改或极低混改,尚未发生混改
106130,600675,中华企业,2025-12-31,6046135331.0,,6046135331.0,,,4.0,0,1.82,79.09,0.023,2.791,2.3554,0.9547,0.1335,0.94,10.27,1.13,0.43,1.73,14.5,未混改或极低混改,尚未发生混改
106208,600796,钱江生化,2025-12-31,866585766.0,555107877.0,311477889.0,555107877.0,64.0569,4.0,0,1.43,77.25,0.0185,3.1792,1.886,0.9634,0.1124,0.74,10.19,1.37,0.26,1.94,14.5,未混改或极低混改,尚未发生混改
101370,000883,湖北能源,2024-12-31,6500915424.0,21158970.0,6479756454.0,319440.0,0.0049,3.0,0,2.86,82.7,0.0346,10.4418,3.5822,0.9327,0.1714,1.47,7.51,3.06,0.93,1.5,14.47,未混改或极低混改,尚未发生混改
102427,002238,天威视讯,2024-12-31,802559160.0,,802559160.0,,,4.0,0,1.21,76.0,0.0159,2.0945,1.6179,0.9685,0.0969,0.63,10.14,1.26,0.2,2.09,14.33,未混改或极低混改,尚未发生混改
10105063,600927,永安期货,2024-12-31,1455555556.0,,1455555556.0,,,5.0,0,1.4,87.96,0.0159,4.6388,1.6174,0.9685,0.0999,0.71,12.15,0.87,0.2,0.39,14.33,未混改或极低混改,尚未发生混改
102702,002302,西部建设,2025-12-31,1262354304.0,,1262354304.0,,,3.0,0,1.13,64.2,0.0176,3.5953,1.7917,0.9653,0.0999,0.61,7.15,2.51,0.24,3.78,14.29,未混改或极低混改,尚未发生混改
107527,600657,信达地产,2025-12-31,2851878595.0,,2851878595.0,,,4.0,0,1.61,79.22,0.0203,2.9568,2.0745,0.9599,0.1205,0.84,10.22,1.15,0.32,1.68,14.2,未混改或极低混改,尚未发生混改
10326831,601949,中国出版,2024-12-31,1903968054.0,81468054.0,1822500000.0,81468054.0,4.2789,4.0,0,1.71,79.53,0.0215,2.4502,2.1974,0.9576,0.1267,0.89,10.24,1.04,0.37,1.65,14.19,未混改或极低混改,尚未发生混改
101514,000708,中信特钢,2025-12-31,5047158005.0,,5047158005.0,,,3.0,0,4.17,88.01,0.0474,5.5563,4.9738,0.9087,0.2221,2.13,7.86,1.4,1.58,1.16,14.13,未混改或极低混改,尚未发生混改
10424301,603327,福蓉科技,2024-12-31,768077277.0,,768077277.0,,,4.0,0,1.36,77.88,0.0175,2.4813,1.7773,0.9655,0.1054,0.71,10.17,1.17,0.24,1.84,14.12,未混改或极低混改,尚未发生混改
10103861,601061,中信金属,2025-12-31,4900000000.0,4398846153.0,501153847.0,4398846153.0,89.7724,5.0,0,2.01,91.72,0.0219,2.2406,2.2406,0.9568,0.1287,1.02,12.25,0.17,0.38,0.16,13.99,未混改或极低混改,尚未发生混改
104990,600575,淮河能源,2025-12-31,7166792170.0,3280531105.0,3886261065.0,3280531105.0,45.7741,4.0,0,2.02,82.24,0.0246,2.6416,2.5181,0.9517,0.1401,1.04,10.3,0.85,0.47,1.29,13.95,未混改或极低混改,尚未发生混改
10419119,600935,华塑股份,2025-12-31,3594738056.0,87336244.0,3507401812.0,87336244.0,2.4296,4.0,0,1.58,80.54,0.0196,3.2638,2.001,0.9613,0.1141,0.82,10.2,1.13,0.29,1.47,13.91,未混改或极低混改,尚未发生混改
10108886,601595,上海电影,2024-12-31,448200000.0,,448200000.0,,,2.0,0,4.04,74.65,0.0541,5.8365,5.7216,0.8976,0.2105,2.12,3.76,2.61,1.91,3.1,13.5,未混改或极低混改,尚未发生混改
101326,000761,本钢板材,2025-12-31,4108236253.0,,4108236253.0,,,3.0,0,2.72,79.32,0.0343,4.6377,3.5509,0.9335,0.1625,1.41,7.44,1.67,0.91,1.94,13.38,未混改或极低混改,尚未发生混改
10460274,605011,杭州热电,2025-12-31,400100000.0,,400100000.0,,,4.0,0,1.29,81.3,0.0159,2.0931,1.6123,0.9686,0.0945,0.67,10.14,0.83,0.2,1.33,13.16,未混改或极低混改,尚未发生混改
10408940,920753,天纺标,2024-12-31,81404368.0,49920468.0,31483900.0,48448268.0,59.5156,3.0,0,2.03,74.38,0.0273,3.3794,2.8058,0.9466,0.1427,1.06,7.31,1.68,0.55,2.45,13.06,未混改或极低混改,尚未发生混改
10102509,601858,中国科传,2024-12-31,790500000.0,,790500000.0,,,4.0,0,1.56,83.22,0.0187,2.0968,1.9104,0.963,0.1131,0.8,10.19,0.69,0.27,1.09,13.04,未混改或极低混改,尚未发生混改
10276227,600968,海油发展,2025-12-31,10165104199.0,,10165104199.0,,,4.0,0,1.79,84.89,0.0211,2.1923,2.154,0.9585,0.1209,0.92,10.22,0.57,0.35,0.87,12.94,未混改或极低混改,尚未发生混改
10130555,003039,顺控发展,2025-12-31,617518730.0,,617518730.0,,,4.0,0,1.24,82.23,0.0151,1.5684,1.5311,0.9702,0.0916,0.64,10.13,0.7,0.18,1.19,12.84,未混改或极低混改,尚未发生混改
101528,000800,一汽解放,2025-12-31,4921280975.0,442792.0,4920838183.0,,,3.0,0,2.81,82.81,0.0339,4.5184,3.5125,0.9339,0.1709,1.45,7.5,1.36,0.9,1.48,12.68,未混改或极低混改,尚未发生混改
105931,600403,大有能源,2025-12-31,2390812402.0,,2390812402.0,,,4.0,0,1.86,86.89,0.0214,3.0092,2.1875,0.9579,0.1208,0.95,10.22,0.55,0.37,0.58,12.67,未混改或极低混改,尚未发生混改
102818,000544,中原环保,2025-12-31,974684488.0,,974684488.0,,,3.0,0,2.43,80.09,0.0303,3.5356,3.129,0.9408,0.1551,1.26,7.38,1.28,0.71,1.73,12.36,未混改或极低混改,尚未发生混改
10545320,301311,昆船智能,2024-12-31,240000000.0,152757633.0,87242367.0,144000000.0,60.0,3.0,0,1.44,73.03,0.0197,2.4,2.0115,0.9612,0.1049,0.76,7.17,1.55,0.3,2.53,12.3,未混改或极低混改,尚未发生混改
106090,600720,中交设计,2025-12-31,2294595565.0,1285545794.0,1009049771.0,1285418199.0,56.0194,3.0,0,1.39,73.19,0.019,2.8713,1.9359,0.9626,0.1069,0.73,7.17,1.61,0.28,2.51,12.3,未混改或极低混改,尚未发生混改
10506569,605577,龙版传媒,2024-12-31,444444445.0,,444444445.0,,,4.0,0,0.67,82.17,0.0082,1.1628,0.8221,0.9838,0.0555,0.35,10.06,0.67,0.07,1.16,12.29,未混改或极低混改,尚未发生混改
10558,600858,银座股份,2025-12-31,520066589.0,2518560.0,517548029.0,,,2.0,0,1.1,49.91,0.022,3.7238,2.2536,0.9569,0.1059,0.63,3.17,3.68,0.39,4.38,12.24,未混改或极低混改,尚未发生混改
106110,600726,华电能源,2024-12-31,7907336210.0,4727991374.0,3179344836.0,4727991374.0,59.7925,4.0,0,0.84,83.5,0.0101,1.4049,1.0162,0.98,0.0651,0.43,10.07,0.58,0.08,0.97,12.14,未混改或极低混改,尚未发生混改
105854,600350,山东高速,2025-12-31,4834570825.0,,4834570825.0,,,3.0,0,3.58,90.76,0.0394,5.073,4.1064,0.924,0.1781,1.82,7.55,1.01,1.2,0.56,12.12,未混改或极低混改,尚未发生混改
10323048,601022,宁波远洋,2025-12-31,1308633334.0,,1308633334.0,,,4.0,0,1.0,84.25,0.0119,1.3717,1.2012,0.9765,0.0772,0.51,10.1,0.51,0.11,0.88,12.12,未混改或极低混改,尚未发生混改
10254112,300797,钢研纳克,2024-12-31,383100000.0,7588530.0,375511470.0,,,3.0,0,0.87,70.75,0.0123,1.4406,1.245,0.9757,0.0724,0.46,7.09,1.6,0.13,2.8,12.08,未混改或极低混改,尚未发生混改
10257220,601083,锦江航运,2025-12-31,1294120000.0,1100000000.0,194120000.0,1100000000.0,84.9998,4.0,0,1.33,86.33,0.0154,1.5966,1.5647,0.9695,0.0948,0.68,10.14,0.37,0.19,0.61,11.99,未混改或极低混改,尚未发生混改
10583733,688146,中船特气,2024-12-31,529411765.0,386823276.0,142588489.0,386823276.0,73.0666,2.0,0,4.53,83.85,0.054,6.5491,5.711,0.8978,0.2102,2.33,3.76,2.08,1.91,1.79,11.85,未混改或极低混改,尚未发生混改
101842,000156,华数传媒,2025-12-31,1852932442.0,153056565.0,1699875877.0,77780983.0,4.1977,2.0,0,1.41,59.46,0.0237,3.8704,2.4289,0.9537,0.1122,0.77,3.18,2.96,0.44,4.48,11.84,未混改或极低混改,尚未发生混改
10135111,601228,广州港,2025-12-31,7544531351.0,,7544531351.0,,,4.0,0,1.24,86.63,0.0143,1.6404,1.4522,0.9716,0.0904,0.63,10.13,0.36,0.17,0.56,11.84,未混改或极低混改,尚未发生混改
10525375,603230,内蒙新华,2025-12-31,353523000.0,,353523000.0,,,3.0,0,1.7,76.7,0.0222,2.5579,2.2667,0.9565,0.1194,0.89,7.22,1.28,0.39,2.04,11.81,未混改或极低混改,尚未发生混改
106031,002736,国信证券,2025-12-31,10241743060.0,629313683.0,9612429377.0,607671670.0,5.9333,3.0,0,2.04,82.83,0.0246,6.4824,2.5251,0.9517,0.1321,1.05,7.26,1.8,0.47,1.19,11.77,未混改或极低混改,尚未发生混改
10148608,603693,江苏新能,2024-12-31,891475880.0,,891475880.0,,,4.0,0,0.75,84.83,0.0088,1.3096,0.892,0.9824,0.0597,0.38,10.06,0.46,0.07,0.78,11.76,未混改或极低混改,尚未发生混改
101213,000987,越秀资本,2025-12-31,5017132462.0,3787824.0,5013344638.0,,,3.0,0,1.64,78.37,0.0209,3.7426,2.1374,0.9589,0.1138,0.85,7.19,1.41,0.35,1.78,11.59,未混改或极低混改,尚未发生混改
10863,601018,宁波港,2025-12-31,19454388399.0,,19454388399.0,,,3.0,0,3.11,90.16,0.0345,5.0859,3.5727,0.933,0.1687,1.58,7.49,0.95,0.93,0.45,11.39,未混改或极低混改,尚未发生混改
101994,002608,江苏国信,2025-12-31,3778079704.0,,3778079704.0,,,3.0,0,2.81,86.35,0.0325,3.8066,3.3637,0.9369,0.1518,1.44,7.36,0.88,0.84,0.86,11.37,未混改或极低混改,尚未发生混改
101397,002040,南京港,2024-12-31,489908265.0,5941465.0,483966800.0,,,2.0,0,2.41,69.28,0.0348,4.2489,3.604,0.9328,0.151,1.28,3.36,2.39,0.94,3.33,11.29,未混改或极低混改,尚未发生混改
101624,000411,英特集团,2024-12-31,522151537.0,199403404.0,322748133.0,147044469.0,28.1613,3.0,0,0.87,75.78,0.0115,3.0114,1.1614,0.9772,0.0704,0.45,7.08,1.44,0.1,2.08,11.16,未混改或极低混改,尚未发生混改
10119264,600936,广西广电,2025-12-31,1671026239.0,,1671026239.0,,,2.0,0,0.7,44.42,0.0158,2.5144,1.6011,0.969,0.081,0.41,3.11,3.85,0.2,3.55,11.12,未混改或极低混改,尚未发生混改
10890,601158,重庆水务,2025-12-31,4800023077.0,,4800023077.0,,,4.0,0,1.05,90.16,0.0116,2.0983,1.1783,0.9769,0.0749,0.53,10.09,0.14,0.11,0.06,10.93,未混改或极低混改,尚未发生混改
10276183,301215,中汽股份,2024-12-31,1322400000.0,555000000.0,767400000.0,555000000.0,41.9691,3.0,0,0.88,77.85,0.0113,2.0967,1.1433,0.9776,0.068,0.46,7.08,1.11,0.1,1.79,10.53,未混改或极低混改,尚未发生混改
105946,600236,桂冠电力,2025-12-31,7882377802.0,,7882377802.0,,,4.0,0,0.66,94.97,0.0069,1.2803,0.6998,0.9862,0.0487,0.33,10.05,0.05,0.04,0.03,10.5,未混改或极低混改,尚未发生混改
101814,000553,安道麦A,2025-12-31,2329811766.0,,2329811766.0,,,3.0,0,1.72,82.44,0.0209,2.1919,2.1308,0.9589,0.1157,0.89,7.2,0.77,0.34,1.21,10.4,未混改或极低混改,尚未发生混改
107537,600469,风神股份,2024-12-31,729450871.0,,729450871.0,,,2.0,0,1.27,63.72,0.0199,2.2087,2.0336,0.9609,0.0978,0.69,3.15,2.27,0.31,3.85,10.25,未混改或极低混改,尚未发生混改
101411,000877,天山股份,2025-12-31,7110491694.0,1500.0,7110490194.0,1500.0,0.0,3.0,0,1.87,85.9,0.0218,2.3047,2.2254,0.9573,0.1152,0.96,7.2,0.51,0.38,0.71,9.76,未混改或极低混改,尚未发生混改
106022,600163,中闽能源,2024-12-31,1902996143.0,,1902996143.0,,,2.0,0,2.13,71.92,0.0296,3.3209,3.052,0.9425,0.1334,1.12,3.27,1.88,0.67,2.81,9.76,未混改或极低混改,尚未发生混改
1090,600906,财达证券,2024-12-31,3245000000.0,1120765050.0,2124234950.0,1120765050.0,34.5382,2.0,0,1.0,67.66,0.0148,3.0826,1.5002,0.9709,0.077,0.53,3.1,2.11,0.18,3.25,9.17,未混改或极低混改,尚未发生混改
10544963,301289,国缆检测,2024-12-31,78000000.0,52650099.0,25349901.0,52650099.0,67.5001,2.0,0,2.49,77.49,0.0321,3.9059,3.32,0.9378,0.1421,1.3,3.31,1.61,0.8,2.08,9.1,未混改或极低混改,尚未发生混改
104828,600760,中航沈飞,2025-12-31,2835094714.0,86908723.0,2748185991.0,59114000.0,2.0851,2.0,0,1.17,71.94,0.0163,1.8261,1.6532,0.968,0.0831,0.62,3.11,1.57,0.21,2.65,8.15,未混改或极低混改,尚未发生混改
10362138,301632,广东建科,2025-12-31,418560000.0,349696543.0,68863457.0,246800000.0,58.9641,2.0,0,0.98,74.95,0.0131,1.775,1.3249,0.9742,0.0697,0.51,3.08,1.31,0.13,2.2,7.24,未混改或极低混改,尚未发生混改
1085,601236,红塔证券,2025-12-31,4716787742.0,,4716787742.0,,,2.0,0,1.4,81.7,0.0171,4.6404,1.7435,0.9663,0.0867,0.72,3.12,1.38,0.23,1.26,6.71,未混改或极低混改,尚未发生混改
10493402,601921,浙版传媒,2025-12-31,2222222223.0,,2222222223.0,,,2.0,0,0.61,83.97,0.0073,0.8598,0.7318,0.9856,0.043,0.31,3.04,0.51,0.04,0.89,4.8,未混改或极低混改,尚未发生混改
10568956,600925,苏能股份,2024-12-31,6888888889.0,5282840303.0,1606048586.0,5282840303.0,76.6864,2.0,0,0.73,90.45,0.0081,0.9519,0.8136,0.984,0.0469,0.37,3.04,0.03,0.06,0.03,3.54,未混改或极低混改,尚未发生混改
101713,000651,格力电器,2024-12-31,5601405741.0,86455927.0,5514949814.0,,,5.0,1,39.42,42.88,0.9193,244.6927,1139.3064,0.3564,1.2696,30.0,19.92,19.27,14.03,13.16,96.38,高度融合混改,已经完成混改
101599,000802,北京文化,2025-12-31,715900255.0,461250.0,715439005.0,,,5.0,1,36.52,43.37,0.8421,234.1026,533.1387,0.2964,1.3194,30.0,19.95,19.19,13.69,13.31,96.15,高度融合混改,已经完成混改
101810,000726,鲁泰A,2024-12-31,817306010.0,2660892.0,814645118.0,,,5.0,1,36.22,40.47,0.895,210.9493,852.2353,0.3343,1.2436,30.0,19.87,19.19,13.93,12.84,95.83,高度融合混改,已经完成混改
10100640,002697,红旗连锁,2025-12-31,1360000000.0,214659750.0,1145340250.0,,,5.0,1,35.82,52.73,0.6793,198.3389,211.8273,0.3212,1.2373,29.85,19.86,18.05,13.2,14.59,95.55,高度融合混改,已经完成混改
101798,000718,苏宁环球,2024-12-31,3034636384.0,752543262.0,2282093122.0,11097216.0,0.3657,5.0,1,59.55,60.8,0.9794,341.0653,4764.0,0.4035,1.1031,30.0,19.55,17.84,14.66,13.45,95.51,高度融合混改,已经完成混改
106009,600079,ST 人福,2025-12-31,1632225965.0,89047195.0,1543178770.0,,,5.0,1,32.97,43.57,0.7567,281.7949,311.0377,0.2438,1.4696,29.13,19.99,19.41,13.43,13.36,95.33,高度融合混改,已经完成混改
10226,600851,海欣股份,2024-12-31,1207056692.0,0.0,1207056692.0,,,5.0,1,33.72,42.1,0.801,287.468,402.3866,0.3733,1.2429,29.45,19.87,19.4,13.57,12.88,95.17,高度融合混改,已经完成混改
106180,600643,爱建集团,2024-12-31,1593170778.0,2819062.0,1590351716.0,,,6.0,1,46.71,54.6,0.8555,153.9552,592.0152,0.3973,1.1871,30.0,19.75,16.81,13.76,14.39,94.73,高度融合混改,已经完成混改
102620,002121,科陆电子,2025-12-31,1660816688.0,260895534.0,1399921154.0,,,5.0,1,34.75,47.73,0.7281,152.4792,267.7196,0.3296,1.2769,29.89,19.92,17.64,13.34,13.91,94.7,高度融合混改,已经完成混改
105446,600179,安通控股,2025-12-31,4231526979.0,369248484.0,3862278495.0,,,4.0,1,35.57,53.6,0.6636,312.2915,197.2823,0.2896,1.3006,29.74,17.94,18.73,13.11,14.76,94.28,高度融合混改,已经完成混改
10121481,002910,庄园牧场,2024-12-31,195539347.0,24477397.0,171061950.0,,,5.0,1,36.64,58.01,0.6316,188.866,171.4553,0.3203,1.2012,29.51,19.79,17.52,12.96,14.44,94.22,高度融合混改,已经完成混改
103195,300003,乐普医疗,2024-12-31,1880611005.0,264574537.0,1616036468.0,,,5.0,1,30.89,43.87,0.7041,237.9815,237.9815,0.2407,1.4832,28.24,20.0,19.19,13.26,13.41,94.09,高度融合混改,已经完成混改
10307332,002883,中设股份,2024-12-31,156157166.0,24732611.0,131424555.0,,,4.0,1,36.08,44.69,0.8073,293.095,419.0476,0.3495,1.1464,30.0,17.67,19.38,13.59,13.32,93.96,高度融合混改,已经完成混改
101731,000408,藏格矿业,2025-12-31,1570225745.0,16875.0,1570208870.0,,,5.0,1,58.82,61.07,0.9632,226.3178,2614.2222,0.4483,1.0776,30.0,19.46,17.05,14.39,12.97,93.88,高度融合混改,已经完成混改
101880,000034,神州数码,2025-12-31,723444335.0,118671055.0,604773280.0,,,5.0,1,35.21,37.73,0.9332,164.6096,1397.2222,0.4096,1.1587,30.0,19.69,18.17,14.1,11.84,93.81,高度融合混改,已经完成混改
105736,601717,中创智领,2025-12-31,1785399930.0,,1785399930.0,,,4.0,1,35.01,54.15,0.6465,236.714,182.9154,0.2977,1.2662,29.62,17.91,18.35,13.04,14.82,93.73,高度融合混改,已经完成混改
101871,000981,山子高科,2024-12-31,9997470888.0,3472362536.0,6525108352.0,2700000.0,0.027,5.0,1,51.76,59.37,0.8718,173.1683,680.1577,0.4196,1.1165,30.0,19.59,16.72,13.85,13.54,93.69,高度融合混改,已经完成混改
103592,000157,中联重科,2025-12-31,8648535236.0,26358088.0,8622177148.0,,,4.0,1,41.01,58.23,0.7043,228.9782,238.1533,0.2862,1.3144,30.0,17.95,17.96,13.26,14.51,93.68,高度融合混改,已经完成混改
107912,600699,均胜电子,2025-12-31,1550770563.0,40616919.0,1510153644.0,,,5.0,1,53.32,53.71,0.9927,158.8323,13671.7949,0.4695,0.9735,30.0,18.95,16.54,14.94,13.16,93.6,高度融合混改,已经完成混改
102275,000534,万泽股份,2025-12-31,509548516.0,9578100.0,499970416.0,,,4.0,1,39.02,45.74,0.8531,191.9331,580.6548,0.3401,1.1908,30.0,17.77,18.54,13.75,13.53,93.59,高度融合混改,已经完成混改
107628,300321,同大股份,2025-12-31,88800000.0,104100.0,88695900.0,,,4.0,1,40.53,56.7,0.7148,219.3182,250.6494,0.3546,1.1485,30.0,17.68,17.95,13.3,14.52,93.45,高度融合混改,已经完成混改
107558,000603,盛达资源,2024-12-31,689969346.0,57479487.0,632489859.0,,,5.0,1,53.93,56.24,0.9589,184.0614,2334.632,0.4948,1.0312,30.0,19.27,16.63,14.31,13.16,93.37,高度融合混改,已经完成混改
106464,600605,汇通能源,2025-12-31,206282429.0,,206282429.0,,,5.0,1,56.36,57.7,0.9768,210.2201,4205.9701,0.4534,0.9058,30.0,18.55,17.12,14.59,12.85,93.11,高度融合混改,已经完成混改
102481,002193,如意集团,2024-12-31,261715550.0,1500.0,261714050.0,,,5.0,1,29.65,36.89,0.8037,254.2882,409.5304,0.3528,1.2347,27.71,19.86,19.56,13.58,12.3,93.01,高度融合混改,已经完成混改
106274,600593,大连圣亚,2025-12-31,130445000.0,1645000.0,128800000.0,,,5.0,1,37.96,61.68,0.6154,160.0337,160.0337,0.2597,1.453,29.4,19.99,16.73,12.85,14.04,93.01,高度融合混改,已经完成混改
10428062,301358,湖南裕能,2024-12-31,757253070.0,373819924.0,383433146.0,130631528.0,17.2507,4.0,1,36.8,53.26,0.691,363.996,223.5723,0.4035,1.0615,29.94,17.39,18.48,13.23,13.92,92.96,高度融合混改,已经完成混改
101553,000063,中兴通讯,2025-12-31,4783534887.0,411121.0,4783123766.0,,,4.0,1,40.99,42.74,0.9591,204.0319,2342.2857,0.39,1.0688,30.0,17.42,18.64,14.32,12.55,92.94,高度融合混改,已经完成混改
101189,000935,四川双马,2024-12-31,763440333.0,,763440333.0,,,5.0,1,63.05,72.88,0.8651,237.7451,641.4039,0.3454,1.2416,30.0,19.87,16.87,13.83,12.36,92.92,高度融合混改,已经完成混改
107585,000426,兴业银锡,2024-12-31,1775635739.0,430275.0,1775205464.0,,,5.0,1,40.18,47.14,0.8524,146.4286,577.2989,0.4406,1.0704,30.0,19.42,16.93,13.74,12.76,92.85,高度融合混改,已经完成混改
102633,002313,日海智能,2024-12-31,374400000.0,3825.0,374396175.0,,,5.0,1,35.35,52.02,0.6795,127.4333,212.0576,0.3966,1.1193,29.85,19.59,16.2,13.2,13.93,92.78,高度融合混改,已经完成混改
10994,000913,钱江摩托,2024-12-31,526671000.0,66926750.0,459744250.0,,,5.0,1,50.82,60.88,0.8348,138.663,505.169,0.4091,1.1898,30.0,19.76,15.8,13.68,13.52,92.76,高度融合混改,已经完成混改
101909,002069,獐子岛,2024-12-31,711112194.0,896000.0,710216194.0,,,4.0,1,32.9,48.36,0.6803,212.8072,212.8072,0.3069,1.268,28.96,17.91,18.58,13.2,14.0,92.66,高度融合混改,已经完成混改
107924,600654,中安科,2025-12-31,2877556831.0,560162064.0,2317394767.0,,,4.0,1,45.28,48.92,0.9256,301.0638,1243.956,0.4332,0.9905,30.0,17.06,18.51,14.06,12.85,92.47,高度融合混改,已经完成混改
101941,002484,江海股份,2025-12-31,850523941.0,30051676.0,820472265.0,,,4.0,1,33.26,49.75,0.6685,210.7731,201.698,0.3282,1.1801,29.03,17.74,18.44,13.13,14.09,92.44,高度融合混改,已经完成混改
101742,000415,渤海租赁,2024-12-31,6184521282.0,791565549.0,5392955733.0,,,5.0,1,53.33,57.59,0.926,190.3283,1251.8779,0.5108,0.9982,30.0,19.11,16.51,14.06,12.73,92.41,高度融合混改,已经完成混改
10108522,603223,恒通股份,2025-12-31,714187046.0,,714187046.0,,,5.0,1,65.34,65.82,0.9927,158.2082,13612.5,0.4514,1.0471,30.0,19.33,15.68,14.94,12.19,92.14,高度融合混改,已经完成混改
105745,600208,衢州发展,2024-12-31,8508940800.0,1171615.0,8507769185.0,,,5.0,1,61.02,61.29,0.9956,325.44,22600.0,0.515,0.8489,30.0,18.16,17.04,14.99,11.58,91.78,高度融合混改,已经完成混改
102668,002285,世联行,2025-12-31,1992829038.0,17590587.0,1975238451.0,,,5.0,1,38.71,54.97,0.7042,127.8824,238.0689,0.4462,1.0016,30.0,19.12,15.67,13.26,13.64,91.69,高度融合混改,已经完成混改
102486,002309,*ST 中利,2024-12-31,3007665385.0,1792043608.0,1215621777.0,601533077.0,20.0,4.0,1,33.78,55.77,0.6057,168.9,153.6153,0.3112,1.2525,28.8,17.89,17.39,12.79,14.82,91.69,高度融合混改,已经完成混改
105739,600110,诺德股份,2024-12-31,1735180932.0,,1735180932.0,,,5.0,1,32.68,32.97,0.9912,259.9841,11268.9655,0.4524,0.9197,29.01,18.64,18.93,14.92,10.15,91.65,高度融合混改,已经完成混改
104763,300266,兴源环境,2024-12-31,1553807314.0,892650.0,1552914664.0,,,4.0,1,30.85,43.33,0.712,224.2006,247.1955,0.3178,1.1933,28.22,17.77,19.1,13.29,13.19,91.58,高度融合混改,已经完成混改
10120557,300548,长芯博创,2025-12-31,291565078.0,22292500.0,269272578.0,,,4.0,1,34.07,35.15,0.9693,179.3158,3154.6296,0.3928,1.0814,29.6,17.47,18.55,14.48,11.48,91.58,高度融合混改,已经完成混改
101314,000938,紫光股份,2024-12-31,2860079874.0,,2860079874.0,,,4.0,1,46.34,49.4,0.9381,165.5,1514.3791,0.4322,1.0037,30.0,17.13,17.28,14.15,12.97,91.53,高度融合混改,已经完成混改
106452,600694,大商股份,2024-12-31,313052571.0,,313052571.0,,,4.0,1,41.06,52.85,0.7769,134.844,348.2612,0.4025,1.1109,30.0,17.58,16.35,13.5,13.99,91.42,高度融合混改,已经完成混改
106458,600778,友好集团,2024-12-31,311491352.0,276470.0,311214882.0,,,4.0,1,39.01,49.02,0.7958,141.5457,389.7103,0.3993,1.082,30.0,17.48,16.91,13.55,13.41,91.34,高度融合混改,已经完成混改
106266,600557,康缘药业,2024-12-31,581797452.0,3300300.0,578497152.0,,,5.0,1,46.47,49.54,0.938,153.4676,1513.6808,0.5426,0.9623,30.0,18.89,16.24,14.14,11.92,91.19,高度融合混改,已经完成混改
105951,600077,宋都股份,2022-12-31,1340122326.0,,1340122326.0,,,5.0,1,52.33,52.66,0.9937,180.1997,15857.5758,0.5303,0.798,30.0,17.78,16.63,14.95,11.77,91.14,高度融合混改,已经完成混改
